"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.697240458E0,-6.752730086E-2,1.100668911E-2,-1.248737222E-1
3.707183458E0,-6.121420830E-2,2.251068391E-3,-1.498600441E-1
3.717126458E0,-5.092778653E-2,-6.779298373E-3,-1.623187065E-1
3.727069458E0,-3.767704569E-2,-1.226676408E-2,-1.589653283E-1
3.737012458E0,-2.609626964E-2,-1.334656209E-2,-1.552137548E-1
3.746955458E0,-2.896871433E-2,-2.284627754E-2,-1.444461071E-1
3.756897458E0,-2.265825301E-2,-2.693373710E-2,-1.453769839E-1
3.766840458E0,-2.434649035E-2,-1.887221742E-2,-1.514528257E-1
3.776783458E0,-2.194131128E-2,4.179772474E-3,-1.548787093E-1
3.786726458E0,-1.443502128E-2,6.426016912E-3,-1.426287925E-1
3.796669458E0,-2.113154501E-2,1.922575470E-2,-1.345216280E-1
3.806612458E0,-2.663816035E-2,2.939775378E-2,-1.241147536E-1
3.816555458E0,-4.298112810E-2,2.036892191E-2,-9.267544448E-2
3.826498458E0,-5.266974516E-2,1.418750133E-2,-6.897434056E-2
3.836440458E0,-4.486181192E-2,1.906331174E-2,-9.617968082E-2
3.846383458E0,-4.064436145E-2,3.222236093E-2,-1.185616529E-1
3.856326458E0,-4.291235022E-2,4.104909841E-2,-1.358027530E-1
3.866269458E0,-5.666492835E-2,4.031958517E-2,-1.060240531E-1
3.876212458E0,-7.575769544E-2,2.414227635E-2,-5.214137614E-2
3.886155458E0,-9.870801687E-2,-1.113163680E-3,-4.122403979E-2
3.896098458E0,-8.816753358E-2,-1.089577474E-2,-8.043079019E-2
3.906041458E0,-7.145312145E-2,-1.929731000E-2,-1.174740708E-1
3.915983458E0,-6.138713971E-2,-7.316949852E-3,-2.354071480E-1
3.925926458E0,-3.129459053E-2,-1.058890555E-2,-2.388271844E-1
3.935869458E0,-1.539805770E-2,-2.390794918E-2,-1.460464901E-1
3.945812458E0,-2.289411508E-2,-4.329731628E-2,-2.690596282E-2
3.955755458E0,-1.996919163E-2,-5.414569203E-2,-4.865117311E-2
3.965698458E0,-2.127999119E-2,-6.270173997E-2,-2.031603384E-1
3.975641458E0,-2.105933189E-2,-5.069006067E-2,-3.529361826E-1
3.985584458E0,-3.689636931E-2,-2.120138269E-2,-3.361593515E-1
3.995526458E0,-2.514865525E-2,-2.981381971E-2,-1.892240846E-1
4.005469458E0,-2.848843865E-2,-5.021691129E-2,-3.311687529E-2
4.015412458E0,-3.636427268E-2,-6.007652286E-2,8.765560985E-3
4.025355458E0,-5.486055069E-2,-3.106172517E-2,-1.590735018E-2
4.035298458E0,-8.153218634E-2,4.189873539E-2,-7.233707428E-2
4.045241458E0,-1.055863890E-1,9.167922512E-2,-1.091441274E-1
4.055184458E0,-1.098445507E-1,1.228961573E-1,-1.060222989E-1
4.065127458E0,-1.017127548E-1,1.169645590E-1,-7.929350674E-2
4.075069458E0,-7.352128163E-2,9.843319774E-2,-6.780197382E-2
4.085012458E0,-5.294492975E-2,8.636531208E-2,-7.408948481E-2
4.094955458E0,-5.356882766E-2,7.279790796E-2,-1.062941945E-1
4.104898458E0,-4.951071382E-2,4.412758436E-2,-1.131214035E-1
4.114841458E0,-4.767951205E-2,1.060158670E-2,-1.338328260E-1
4.124784458E0,-3.989854909E-2,-3.356312748E-2,-1.450401843E-1
4.134727458E0,-3.886644244E-2,-7.375443935E-2,-1.500617731E-1
4.144670458E0,-4.778783172E-2,-1.242922166E-1,-1.654095447E-1
4.154612458E0,-3.498886138E-2,-1.360125949E-1,-1.744575262E-1
4.164555458E0,-4.069691330E-2,-1.655113593E-1,-1.717970431E-1
4.174498458E0,-3.766644761E-2,-1.604993088E-1,-1.843521845E-1
4.184441458E0,-3.629988022E-2,-1.471068095E-1,-1.659615219E-1
4.194384458E0,-3.162218079E-2,-1.048139718E-1,-1.589273214E-1
4.204327458E0,-4.759867430E-2,-5.584423508E-2,-1.548605829E-1
4.214270458E0,-4.819158196E-2,-4.261670038E-3,-1.107275534E-1
4.224213458E0,-4.356628820E-2,3.438425928E-2,-1.884148300E-2
4.234155458E0,-5.791784048E-2,8.260266535E-2,-3.141884387E-2
4.244098458E0,-4.853371717E-2,1.158900601E-1,-1.537221301E-1
4.254041458E0,-3.465951696E-2,1.416678392E-1,-2.148074073E-1
4.263984458E0,-1.291291796E-2,1.496697903E-1,-1.760865605E-1
4.273927458E0,-6.729706675E-3,1.164032263E-1,-1.162286139E-1
4.283870458E0,-1.123739831E-2,6.768185008E-2,-7.619682133E-2
4.293813458E0,-3.030326821E-2,2.122985132E-2,-5.987841189E-2
4.303756458E0,-4.492254987E-2,4.449000210E-4,-6.809667349E-2
4.313698458E0,-6.735626981E-2,-4.273528922E-2,-7.914674163E-2
4.323641458E0,-8.147473745E-2,-6.053571202E-2,-1.155041438E-1
4.333584458E0,-8.871468678E-2,-8.272658978E-2,-1.457219696E-1
4.343527458E0,-7.781167611E-2,-8.977741823E-2,-1.738213491E-1
4.353470458E0,-5.723583587E-2,-8.712943353E-2,-1.633448929E-1
4.363413458E0,-4.767410338E-2,-6.785807054E-2,-1.289860690E-1
4.373356458E0,-4.727722362E-2,-4.680484168E-2,-9.397820413E-2
4.383299458E0,-4.705671050E-2,-2.539675992E-2,-9.043771505E-2
4.393241458E0,-6.752138056E-2,-1.025820896E-3,-8.318541348E-2
4.403184458E0,-7.781781569E-2,2.063635893E-2,-9.561717868E-2
4.413127458E0,-8.024674907E-2,3.096619628E-2,-1.012141335E-1
4.423070458E0,-8.493109971E-2,3.320060011E-2,-1.020976478E-1
4.433013458E0,-7.583721757E-2,1.803083964E-2,-1.255560923E-1
4.442956458E0,-6.207711115E-2,-1.231679432E-3,-1.409418708E-1
4.452899458E0,-3.444331616E-2,4.744650051E-4,-1.352396661E-1
4.462841458E0,-2.673792847E-2,-1.062322140E-2,-1.235621917E-1
4.472784458E0,-2.560583442E-2,-3.037135173E-2,-1.157818866E-1
4.482727458E0,-2.083560281E-2,-3.882459830E-2,-1.204754466E-1
4.492670458E0,-1.912587695E-2,-3.485218272E-2,-1.253567022E-1
4.502613083E0,-1.726390421E-2,-2.510794401E-2,-1.361611873E-1
4.512556083E0,-2.793616913E-2,-7.450083643E-4,-1.438543689E-1
4.522499083E0,-3.004577145E-2,1.004007127E-2,-1.432193613E-1
4.532442083E0,-3.514205843E-2,2.428882219E-2,-1.185739321E-1
4.542384083E0,-4.955010943E-2,2.302955121E-2,-8.513721406E-2
4.552327083E0,-5.156886064E-2,2.617297780E-2,-3.459972918E-2
4.562270083E0,-6.242765173E-2,1.238316022E-2,-5.255418956E-2
4.572213083E0,-4.726435974E-2,9.087304026E-3,-1.192639035E-1
4.582156083E0,-5.056686714E-2,1.669427577E-2,-1.724209410E-1
4.592099083E0,-3.984080784E-2,2.701548848E-2,-1.555394447E-1
4.602042083E0,-5.361721337E-2,1.850260030E-2,-7.391348362E-2
4.611985083E0,-6.740947947E-2,-1.201215439E-2,-2.113768458E-3
4.621927083E0,-7.078200728E-2,-3.443553206E-2,-3.867348433E-2
4.631870083E0,-6.804185584E-2,-3.343167476E-2,-1.138365179E-1
4.641813083E0,-5.683267035E-2,-1.891888551E-2,-2.044046259E-1
4.651756083E0,-3.164915107E-2,6.227503940E-3,-2.246395004E-1
4.661699083E0,-1.457126141E-2,5.338763706E-3,-1.423557276E-1
4.671642083E0,-2.166905031E-2,-1.609175675E-2,-4.058903217E-2
4.681585083E0,-2.304775067E-2,-4.219248489E-2,-2.768188834E-2
4.691527083E0,-1.675614662E-2,-5.131167451E-2,-1.265711689E-1
4.701470083E0,-3.008355908E-2,-4.314143317E-2,-2.751419020E-1
4.711413083E0,-3.806990549E-2,-2.862027509E-2,-3.261424863E-1
4.721356083E0,-5.108485736E-2,-1.665862603E-2,-2.332822698E-1
4.731299083E0,-3.665721819E-2,-4.352828130E-2,-8.154585421E-2
4.741242083E0,-3.086525872E-2,-6.691707082E-2,9.742630720E-3
4.751185083E0,-3.813400559E-2,-5.097089147E-2,-1.468060434E-2
4.761128083E0,-6.893326387E-2,-3.708559982E-3,-5.188234448E-2
4.771070083E0,-8.958160959E-2,5.281905016E-2,-9.683281481E-2
4.781013083E0,-1.035165478E-1,7.852984210E-2,-1.044201618E-1
4.790956083E0,-9.642621405E-2,7.978218779E-2,-8.917237759E-2
4.800899083E0,-7.942280330E-2,7.615389911E-2,-7.951979399E-2
4.810842083E0,-5.675512165E-2,7.604720570E-2,-9.272222221E-2
4.820785083E0,-4.138162225E-2,9.069058886E-2,-1.013825333E-1
4.830728083E0,-4.084689438E-2,8.244124565E-2,-1.218629909E-1
4.840670083E0,-3.945876539E-2,5.898850221E-2,-1.141370648E-1
4.850613083E0,-4.300977945E-2,2.661926653E-2,-1.116689551E-1
4.860556083E0,-4.749605566E-2,-1.477141891E-2,-1.115414858E-1
4.870499083E0,-4.162727840E-2,-6.962339977E-2,-1.174044889E-1
4.880442083E0,-5.410918348E-2,-1.231678884E-1,-1.222126544E-1
4.890385083E0,-3.675384343E-2,-1.468134255E-1,-1.160309780E-1
4.900328083E0,-3.575872041E-2,-1.622449951E-1,-1.293485963E-1
4.910271083E0,-3.260582864E-2,-1.527421002E-1,-1.272231334E-1
4.920213083E0,-2.653656498E-2,-1.346642635E-1,-1.319307268E-1
4.930156083E0,-3.083880007E-2,-1.002562317E-1,-1.214186025E-1
4.940099083E0,-3.489033580E-2,-5.605177470E-2,-1.315027106E-1
4.950042083E0,-4.172697343E-2,1.865755152E-3,-1.082606131E-1
4.959985083E0,-4.960806996E-2,4.272849184E-2,-4.467974424E-2
4.969928083E0,-5.664928705E-2,1.001317042E-1,-7.816733301E-2
4.979871083E0,-5.630956382E-2,1.289514608E-1,-1.597997260E-1
4.989813083E0,-4.145865932E-2,1.512112626E-1,-1.721449524E-1
4.999756083E0,-1.708322525E-2,1.444516985E-1,-1.409640902E-1
5.009699083E0,6.908485293E-3,1.049528797E-1,-1.217630035E-1
5.019642083E0,6.136652827E-4,5.445197649E-2,-9.335138261E-2
5.029585083E0,-2.279507786E-2,1.996677965E-2,-6.019123793E-2
5.039528083E0,-4.874238968E-2,-1.896164328E-2,-4.571060836E-2
5.049471083E0,-6.534716651E-2,-5.184481267E-2,-5.620402157E-2
5.059414083E0,-7.706410959E-2,-7.632571589E-2,-9.288419008E-2
5.069356083E0,-7.326151907E-2,-8.383211553E-2,-1.276663524E-1
5.079299083E0,-6.864572704E-2,-8.043086328E-2,-1.313933676E-1
5.089242083E0,-5.175779879E-2,-7.096085899E-2,-1.160853571E-1
5.099185083E0,-4.339964256E-2,-5.142114535E-2,-1.025537306E-1
5.109128083E0,-4.203402534E-2,-3.193986733E-2,-9.362210870E-2
5.119071083E0,-3.581076063E-2,-5.441300115E-3,-9.528096378E-2
5.129014083E0,-4.965791747E-2,3.160515077E-2,-1.205415201E-1
5.138956083E0,-6.728332579E-2,4.032773472E-2,-9.573938549E-2
5.148899083E0,-7.535431065E-2,3.352129248E-2,-8.191656768E-2
5.158842083E0,-7.260041825E-2,2.367365856E-2,-1.084956712E-1
5.168785083E0,-7.207745790E-2,1.457462355E-2,-1.393204379E-1
5.178728083E0,-6.588598743E-2,5.717188194E-3,-1.583689123E-1
5.188671083E0,-6.282438532E-2,-1.329934582E-2,-1.342105561E-1
5.198614083E0,-4.703748778E-2,-3.980334911E-2,-1.065725219E-1
5.208556083E0,-3.134794638E-2,-5.622711807E-2,-1.068795007E-1
5.218499083E0,-2.072918348E-2,-6.791858009E-2,-1.137745374E-1
5.228442083E0,-8.225789890E-3,-5.077320077E-2,-1.235575140E-1
5.238385083E0,-7.063217238E-3,-3.470836862E-2,-1.243971741E-1
5.248328083E0,-1.600594886E-2,-4.636211609E-3,-1.245141184E-1
5.258271083E0,-3.062815413E-2,2.123050913E-2,-1.074349862E-1
5.268214083E0,-3.664640084E-2,2.954316672E-2,-1.170250046E-1
5.278157083E0,-4.899645120E-2,2.828915823E-2,-1.403606576E-1
5.288099083E0,-4.719477788E-2,4.773502406E-2,-1.070332825E-1
5.298042083E0,-6.369050413E-2,4.668778773E-2,-4.001249671E-2
5.307985083E0,-7.056631811E-2,1.493996490E-2,-4.483761907E-2
5.317928083E0,-5.680803895E-2,-1.172768734E-3,-1.022929448E-1
5.327871083E0,-4.748107217E-2,1.534017483E-2,-1.571626318E-1
5.337814083E0,-3.428894967E-2,2.910711061E-2,-1.585203552E-1
5.347757083E0,-4.362212911E-2,2.986121871E-2,-1.037845695E-1
5.357699083E0,-5.845424943E-2,1.037091404E-2,-1.831581831E-2
5.367642083E0,-6.658268318E-2,-1.100562930E-2,-7.344102859E-4
5.377585083E0,-6.370285638E-2,-2.303097190E-2,-7.679323733E-2
5.387528083E0,-5.855737969E-2,-1.570934884E-2,-1.680565792E-1
5.397471083E0,-4.392925411E-2,6.177437156E-3,-1.904420596E-1
5.407414083E0,-2.797388367E-2,1.742294848E-2,-1.251064414E-1
5.417357083E0,-3.764378965E-2,1.498349011E-3,-3.077038765E-2
5.427299083E0,-3.670034140E-2,-3.968903148E-2,-3.068618774E-3
5.437242083E0,-1.798983604E-2,-5.636927851E-2,-8.635051131E-2
5.447185083E0,-1.385622002E-2,-3.921585012E-2,-2.241167593E-1
5.457128083E0,-4.426210687E-2,-1.869884748E-2,-2.904312015E-1
5.467071083E0,-4.876300111E-2,-2.958179489E-3,-2.246067560E-1
5.477014083E0,-5.479864329E-2,-1.748072628E-2,-7.859944224E-2
5.486957083E0,-4.653820865E-2,-5.133471163E-2,-7.248793244E-3
5.496899083E0,-4.507545456E-2,-5.501221284E-2,-1.776559532E-2
5.506842833E0,-5.254717290E-2,-2.364730954E-2,-7.892220855E-2
5.516785833E0,-6.591770858E-2,1.394034684E-2,-1.532391500E-1
5.526728833E0,-8.690840878E-2,4.550300023E-2,-1.843124235E-1
5.536671833E0,-8.335425183E-2,4.250465768E-2,-1.672753912E-1
5.546614833E0,-6.640609726E-2,3.428226192E-2,-1.482210696E-1
5.556557833E0,-4.644158341E-2,5.679755051E-2,-1.077969289E-1
5.566499833E0,-3.209368564E-2,8.439074390E-2,-7.263645172E-2
5.576442833E0,-3.031810552E-2,1.084116905E-1,-4.531592131E-2
5.586385833E0,-2.201520547E-2,1.099991730E-1,-3.402728677E-2
5.596328833E0,-3.208549954E-2,1.000575908E-1,-3.017397165E-2
5.606271833E0,-4.518033899E-2,7.375645390E-2,-5.019249916E-2
5.616214833E0,-5.186845735E-2,1.660196286E-2,-8.955244660E-2
5.626157833E0,-6.364635766E-2,-3.597484812E-2,-1.238019276E-1
5.636099833E0,-6.014826089E-2,-8.455797426E-2,-1.341205090E-1
5.646042833E0,-4.953629538E-2,-1.218179308E-1,-1.610451829E-1
5.655985833E0,-3.798007764E-2,-1.486974349E-1,-1.538080841E-1
5.665928833E0,-3.686143219E-2,-1.667024372E-1,-1.428328604E-1
5.675871833E0,-3.142607979E-2,-1.515053775E-1,-1.148855084E-1
5.685814833E0,-3.644313700E-2,-1.098955311E-1,-1.200801748E-1
5.695757833E0,-4.008529454E-2,-6.153196793E-2,-1.174208611E-1
5.705700833E0,-4.727101095E-2,3.928417575E-3,-6.690676510E-2
5.715642833E0,-4.483367220E-2,6.424233511E-2,-5.905804753E-2
5.725585833E0,-5.416626692E-2,1.058922715E-1,-1.115362233E-1
5.735528833E0,-3.731232561E-2,1.369773855E-1,-1.535654247E-1
5.745471833E0,-1.973406047E-2,1.546303123E-1,-1.549465370E-1
5.755414833E0,-1.717254147E-3,1.348242945E-1,-1.404045117E-1
5.765357833E0,9.692198485E-3,1.104602260E-1,-1.213735789E-1
5.775300833E0,-1.441126697E-2,7.979088552E-2,-7.199852049E-2
5.785242833E0,-2.968543679E-2,2.853225622E-2,-5.831369698E-2
5.795185833E0,-5.026748970E-2,-1.275895346E-2,-7.779778898E-2
5.805128833E0,-6.027821526E-2,-3.951065943E-2,-1.064970928E-1
5.815071833E0,-5.072532669E-2,-6.584074460E-2,-1.260735708E-1
5.825014833E0,-5.287483625E-2,-9.354043040E-2,-1.364003384E-1
5.834957833E0,-5.171467558E-2,-7.792920515E-2,-1.416353506E-1
5.844900833E0,-4.595502198E-2,-6.287748534E-2,-1.018444633E-1
5.854842833E0,-3.768333144E-2,-4.322042540E-2,-8.326961339E-2
5.864785833E0,-4.055329107E-2,-2.261710323E-2,-7.918708742E-2
5.874728833E0,-6.247947268E-2,1.247240335E-2,-9.378992379E-2
5.884671833E0,-6.550942674E-2,4.555722859E-2,-1.104737842E-1
5.894614833E0,-7.947257772E-2,4.828042310E-2,-1.018409550E-1
5.904557833E0,-8.096836857E-2,4.301855028E-2,-9.661997616E-2
5.914500833E0,-7.976486541E-2,3.740591761E-2,-9.884718060E-2
5.924442833E0,-6.440269500E-2,1.695056655E-2,-1.317892241E-1
5.934385833E0,-5.271966577E-2,-4.381464869E-3,-1.460640317E-1
5.944328833E0,-4.461096637E-2,-1.469555014E-2,-1.307028115E-1
5.954271833E0,-3.304985158E-2,-4.160765368E-2,-1.085693461E-1
5.964214833E0,-1.821634255E-2,-5.191863377E-2,-1.018158120E-1
5.974157833E0,-8.736178726E-3,-5.484004889E-2,-9.416765392E-2
5.984100833E0,1.919348538E-3,-3.991133988E-2,-1.186049223E-1
5.994042833E0,-1.335080132E-2,-1.381353535E-2,-1.287217748E-1
6.003985833E0,-2.027185813E-2,7.598054744E-3,-1.262969345E-1
6.013928833E0,-2.994797677E-2,1.906375028E-2,-1.166981453E-1
6.023871833E0,-4.913576111E-2,3.588015977E-2,-1.075378972E-1
6.033814833E0,-4.881833039E-2,5.172870889E-2,-9.194571197E-2
6.043757833E0,-4.722182125E-2,5.202669762E-2,-9.015120149E-2
6.053700833E0,-5.034043372E-2,4.505860727E-2,-8.821518838E-2
6.063643833E0,-5.156951845E-2,3.424008887E-2,-9.062833428E-2
6.073585833E0,-6.772881053E-2,2.460998279E-2,-1.001926249E-1
6.083528833E0,-6.306470588E-2,1.000937339E-2,-9.273508608E-2
6.093471833E0,-5.772049695E-2,6.599350311E-3,-6.570516229E-2
6.103414833E0,-5.224172898E-2,-9.378458820E-3,-6.917723894E-2
6.113357833E0,-3.204961225E-2,-1.318590984E-2,-1.257893962E-1
6.123300833E0,-2.422486827E-2,-3.497036956E-3,-1.491086769E-1
6.133243833E0,-3.187419578E-2,2.488121822E-2,-1.310939902E-1
6.143185833E0,-4.769442245E-2,2.256594010E-2,-6.125016868E-2
6.153128833E0,-6.492338955E-2,-3.175842091E-3,-5.401073098E-3
6.163071833E0,-6.382674426E-2,-8.695832938E-3,2.062897682E-3
6.173014833E0,-6.698891848E-2,-1.076625891E-2,-6.433340549E-2
6.182957833E0,-5.395525552E-2,4.924346865E-3,-1.490911353E-1
6.192900833E0,-3.577465408E-2,2.506735154E-2,-1.627186561E-1
6.202843833E0,-2.345230490E-2,1.629370496E-2,-1.180476826E-1
6.212785833E0,-1.410962373E-2,-6.410741061E-4,-6.273009896E-2
6.222728833E0,-2.793288007E-3,-2.500699732E-2,-6.201206088E-2
6.232671833E0,1.808689982E-3,-3.546046673E-2,-1.283972543E-1
6.242614833E0,-7.051303536E-3,-9.378385730E-3,-2.410087806E-1
6.252557833E0,-2.094501883E-2,1.428669387E-2,-2.833011067E-1
6.262500833E0,-3.568950400E-2,1.903316204E-2,-2.077199972E-1
6.272443833E0,-4.228048548E-2,-1.664994657E-3,-7.722827017E-2
6.282386833E0,-3.319245055E-2,-3.376606241E-2,3.656263947E-3
6.292328833E0,-4.118113585E-2,-3.040236024E-2,-2.183408797E-2
6.302271833E0,-5.914772920E-2,-2.514120005E-4,-8.585934520E-2
6.312214833E0,-7.442993894E-2,3.921910264E-2,-1.546781498E-1
6.322157833E0,-1.037727289E-1,6.389380451E-2,-1.681355166E-1
6.332100833E0,-8.416167922E-2,6.385079093E-2,-1.455348587E-1
6.342043833E0,-7.812888756E-2,6.852085244E-2,-1.014795971E-1
6.351986833E0,-5.085528105E-2,7.922860265E-2,-6.716053426E-2
6.361928833E0,-3.823377371E-2,9.306304179E-2,-5.410896420E-2
6.371871833E0,-2.641216546E-2,1.062713903E-1,-4.656547129E-2
6.381814833E0,-2.919105470E-2,9.849925300E-2,-5.085615814E-2
6.391757833E0,-3.899771243E-2,6.390633948E-2,-7.189151645E-2
6.401700833E0,-4.273744538E-2,3.529861763E-2,-9.276899993E-2
6.411643833E0,-4.023564108E-2,-8.509818390E-3,-1.317231506E-1
6.421586833E0,-3.801406458E-2,-6.695390828E-2,-1.529105365E-1
6.431528833E0,-4.089754589E-2,-1.139075068E-1,-1.773016119E-1
6.441471833E0,-3.401296109E-2,-1.455289201E-1,-1.835914618E-1
6.451414833E0,-3.194523945E-2,-1.635931803E-1,-1.709842801E-1
6.461357833E0,-2.717500784E-2,-1.587242038E-1,-1.634688538E-1
6.471300833E0,-3.068706483E-2,-1.290573684E-1,-1.354829103E-1
6.481243833E0,-4.345285222E-2,-9.633499749E-2,-1.241919369E-1
6.491186833E0,-4.405774668E-2,-3.897348303E-2,-1.171641684E-1
6.501128333E0,-5.382961348E-2,3.224165674E-2,-4.205434442E-2
6.511071333E0,-4.981783882E-2,7.632673915E-2,-5.211447895E-2
6.521014333E0,-4.526848577E-2,1.329086188E-1,-1.220541948E-1
6.530957333E0,-2.936362065E-2,1.519005031E-1,-1.586396384E-1
6.540900333E0,-4.057967663E-3,1.580286044E-1,-1.562159675E-1
6.550843333E0,-1.505212180E-2,1.361375061E-1,-1.377510452E-1
6.560786333E0,-1.652525470E-2,1.045469368E-1,-1.208835822E-1
6.570729333E0,-3.765402228E-2,8.701493774E-2,-8.708492160E-2
6.580671333E0,-2.723574579E-2,6.555777591E-2,-5.309798062E-2
6.590614333E0,-2.055120885E-2,2.721802142E-2,-4.539544344E-2
6.600557333E0,-1.351218447E-2,-1.883570887E-2,-5.999477148E-2
6.610500333E0,-2.074548259E-2,-6.500280205E-2,-9.620482385E-2
6.620443333E0,-3.471433461E-2,-9.647814464E-2,-1.309349459E-1
6.630386333E0,-3.905355334E-2,-9.468147799E-2,-1.667555737E-1
6.640329333E0,-5.628412843E-2,-8.517606150E-2,-1.703194517E-1
6.650271333E0,-5.346503958E-2,-5.308679782E-2,-1.489683437E-1
6.660214333E0,-6.230376385E-2,-2.804182101E-2,-1.120069242E-1
6.670157333E0,-6.581055835E-2,-4.227792732E-3,-1.012784529E-1
6.680100333E0,-7.373455882E-2,2.149980996E-2,-1.034337366E-1
6.690043333E0,-8.730645798E-2,3.330416892E-2,-1.092446995E-1
6.699986333E0,-7.563475773E-2,4.344550665E-2,-1.062830848E-1
6.709929333E0,-7.145575270E-2,2.932400577E-2,-1.306256282E-1
6.719872333E0,-5.964510798E-2,1.590731364E-2,-1.342544103E-1
6.729814333E0,-5.002271064E-2,-3.787643574E-3,-1.356179810E-1
6.739757333E0,-3.622781329E-2,-9.785973206E-3,-1.380264491E-1
6.749700333E0,-1.880471863E-2,-1.623366136E-2,-1.437467802E-1
6.759643333E0,-2.089677930E-2,-3.206046615E-2,-1.270892322E-1
6.769586333E0,-1.839716770E-2,-3.869471703E-2,-1.184014392E-1
6.779529333E0,-6.297816709E-3,-2.673836701E-2,-1.349063748E-1
6.789472333E0,-7.463678420E-3,-5.885332190E-3,-1.426399022E-1
6.799414333E0,-1.872629285E-2,4.824683815E-4,-1.456482947E-1
6.809357333E0,-3.058320366E-2,3.140926905E-2,-1.453956950E-1
6.819300333E0,-4.020421229E-2,4.166396968E-2,-1.335971832E-1
6.829243333E0,-4.749057390E-2,4.995393276E-2,-1.148931098E-1
6.839186333E0,-4.439323068E-2,4.339105446E-2,-9.341336310E-2
6.849129333E0,-5.239879981E-2,3.275058378E-2,-1.028694803E-1
6.859072333E0,-5.873542741E-2,2.422859587E-2,-1.008463436E-1
6.869014333E0,-5.786331519E-2,7.791414857E-4,-9.131187379E-2
6.878957333E0,-5.108142212E-2,-1.539462246E-3,-9.229362130E-2
6.888900333E0,-4.399466984E-2,-4.578625672E-3,-1.273652208E-1
6.898843333E0,-4.508561410E-2,-1.029862784E-2,-1.443104517E-1
6.908786333E0,-4.135077819E-2,8.534742147E-4,-1.476831257E-1
6.918729333E0,-4.318300322E-2,-4.147320427E-3,-1.063427263E-1
6.928672333E0,-6.941887513E-2,-9.982110746E-3,-5.946150541E-2
6.938615333E0,-7.920945302E-2,-1.465403605E-2,-6.557067633E-2
6.948557333E0,-7.229833648E-2,-1.199216422E-2,-1.062211043E-1
6.958500333E0,-5.740474731E-2,-1.343734011E-2,-1.418785948E-1
6.968443333E0,-3.156509735E-2,2.648752145E-3,-2.547117305E-1
6.978386333E0,-4.454774335E-3,-5.646034889E-3,-2.251768595E-1
6.988329333E0,1.141668856E-3,-2.429262288E-3,-1.077682775E-1
6.998272333E0,-1.226701990E-2,-2.175244622E-2,-1.639091492E-2
7.008215333E0,-2.789633498E-3,-4.863136567E-2,-7.481044650E-2
7.018157333E0,-1.476136900E-2,-4.184033632E-2,-2.291132051E-1
7.028100333E0,-3.493579790E-2,-2.591445778E-2,-3.542903978E-1
7.038043333E0,-2.867438011E-2,3.590921313E-3,-3.083833230E-1
7.047986333E0,-2.416522667E-2,6.186938882E-3,-1.446536833E-1
7.057929333E0,-4.360005587E-2,-2.279547986E-2,-3.430561423E-3
7.067872333E0,-4.789015800E-2,-3.329934496E-2,2.373560250E-2
7.077815333E0,-5.666288182E-2,1.755549755E-2,-2.284857988E-2
7.087758333E0,-9.082523927E-2,6.054612737E-2,-8.770121813E-2
7.097700333E0,-1.141606729E-1,9.708095603E-2,-1.166496134E-1
7.107643333E0,-1.076957721E-1,9.568500638E-2,-1.218431103E-1
7.117586333E0,-9.192451581E-2,8.585068401E-2,-9.295903444E-2
7.127529333E0,-7.059767380E-2,8.139784656E-2,-8.935714960E-2
7.137472333E0,-3.779223584E-2,5.907087486E-2,-8.602599084E-2
7.147415333E0,-3.605904803E-2,3.864713531E-2,-1.169981074E-1
7.157358333E0,-3.109066889E-2,1.522585720E-2,-1.347502542E-1
7.167300333E0,-3.291214965E-2,-1.767920271E-2,-1.394888377E-1
7.177243333E0,-3.674814239E-2,-5.583312538E-2,-1.425036621E-1
7.187186333E0,-3.686267473E-2,-8.786044512E-2,-1.577689880E-1
7.197129333E0,-3.551664568E-2,-1.213485455E-1,-1.601505589E-1
7.207072333E0,-2.425666250E-2,-1.344293151E-1,-1.689488643E-1
7.217015333E0,-2.759330302E-2,-1.455541180E-1,-1.788803601E-1
7.226958333E0,-2.107928552E-2,-1.352177025E-1,-1.818127388E-1
7.236901333E0,-1.648403183E-2,-1.106386391E-1,-1.691687196E-1
7.246843333E0,-2.597362429E-2,-6.610182278E-2,-1.545693916E-1
7.256786333E0,-3.963447422E-2,-3.753616434E-2,-1.587846494E-1
7.266729333E0,-4.955909953E-2,6.852644384E-3,-1.220430851E-1
7.276672333E0,-5.534769684E-2,4.634477545E-2,-3.895648956E-2
7.286615333E0,-5.303366125E-2,8.084988937E-2,-6.891820729E-2
7.296558333E0,-5.100416578E-2,1.115806256E-1,-1.743774194E-1
7.306501333E0,-2.434678271E-2,1.324115872E-1,-2.089163375E-1
7.316443333E0,-8.293544501E-4,1.354716544E-1,-1.526257771E-1
7.326386333E0,2.158865109E-3,1.016938610E-1,-8.538689017E-2
